OID_,dist_m,POINT_X,POINT_Y,tir_cs,dist_up,tir_cor_adj_filt,year,restored,fire,temp_at_release,discharge,canopy_cov,air_temp_C
156,678,556974.056400000117719,4889916.887000000104308,-0.0392955,418,19.0230541,2019,1,0,14.15,826,0.311,28.9
1,150,557324.731900000013411,4889648.983999999240041,-0.5831782,946,17.9376144,2021,1,1,15.3,390,0.056,27.2
2,152,557322.789099999703467,4889648.514399999752641,-0.5623025,944,17.9652824,2021,1,1,15.3,390,0.056,27.2
3,154,557320.968399999663234,4889647.686799999326468,-0.6485599,942,17.8546104,2021,1,1,15.3,390,0.056,27.2
4,156,557319.147699999623001,4889646.859200000762939,-0.5896255,940,17.9283924,2021,1,1,15.3,390,0.056,27.2
5,158,557317.326899999752641,4889646.031600000336766,-0.475288,938,18.0759563,2021,1,1,15.3,390,0.056,27.2
6,160,557315.406700000166893,4889645.614700000733137,-0.4191313,936,18.1405163,2021,1,1,15.3,390,0.056,27.2
7,162,557313.409099999815226,4889645.517200000584126,-0.3366879,934,18.2511883,2021,1,1,15.3,390,0.056,27.2
8,164,557311.411399999633431,4889645.419800000265241,-0.3481516,932,18.2327442,2021,1,1,15.3,390,0.056,27.2
9,166,557309.414900000207126,4889645.375299999490380,-0.3225342,930,18.2696342,2021,1,1,15.3,390,0.056,27.2
10,170,557305.430700000375509,4889645.731100000441074,-0.3088166,926,18.2788563,2021,1,1,15.3,390,0.056,27.2
11,172,557303.435700000263751,4889645.871300000697374,-0.3868794,924,18.1774063,2021,1,1,15.3,390,0.056,27.2
12,174,557301.440299999900162,4889646.006500000134110,-0.3117536,922,18.2880802,2021,1,1,15.3,390,0.056,27.2
13,176,557299.457299999892712,4889646.242499999701977,-0.1115188,920,18.5370941,2021,1,1,15.3,390,0.056,27.2
14,178,557297.489199999719858,4889646.598099999129772,0.1746818,918,18.9244499,2021,1,1,15.3,390,0.056,27.2
15,222,557255.931599999777973,4889659.717599999159575,-0.338074,874,18.2511883,2021,1,1,15.3,390,0.056,27.2
16,224,557254.227900000289083,4889660.759299999102950,-0.4549799,872,18.0944004,2021,1,1,15.3,390,0.056,27.2
17,228,557250.982800000347197,4889663.084699999541044,0.2449514,868,18.96134,2021,1,1,15.3,390,0.056,27.2
18,274,557228.978900000452995,4889699.775299999862909,-0.1925357,822,18.4356441,2021,1,1,15.3,390,0.056,27.2
19,288,557222.886300000362098,4889712.366499999538064,-0.1213634,808,18.5186481,2021,1,1,15.3,390,0.056,27.2
20,310,557217.459499999880791,4889733.677799999713898,0.2990747,786,19.0535679,2021,1,1,15.3,390,0.056,27.2
21,320,557216.347000000067055,4889743.613600000739098,0.0065684,776,18.6846581,2021,1,1,15.3,390,0.056,27.2
22,322,557216.902300000190735,4889745.491200000047684,0.0580062,774,18.75844,2021,1,1,15.3,390,0.056,27.2
23,334,557221.542500000447035,4889756.553799999877810,-0.1420989,762,18.5002022,2021,1,1,15.3,390,0.056,27.2
24,346,557227.843700000084937,4889766.766300000250340,-0.5342727,750,17.9837284,2021,1,1,15.3,390,0.056,27.2
25,348,557228.902800000272691,4889768.462300000712276,-0.1792705,748,18.4448662,2021,1,1,15.3,390,0.056,27.2
26,2,557435.950400000438094,4889730.821299999952316,0.9739264,1094,19.9481735,2021,1,1,15.3,390,0.056,27.2
27,4,557434.874499999918044,4889729.135299999266863,1.3484536,1092,20.4369793,2021,1,1,15.3,390,0.056,27.2
28,6,557433.798700000159442,4889727.449300000444055,1.3728498,1090,20.4369793,2021,1,1,15.3,390,0.056,27.2
29,8,557432.722900000400841,4889725.763299999758601,0.9802516,1088,19.9481735,2021,1,1,15.3,390,0.056,27.2
30,10,557431.647099999710917,4889724.077299999073148,0.5419457,1086,19.4040318,2021,1,1,15.3,390,0.056,27.2
31,12,557430.571200000122190,4889722.391300000250340,0.3284753,1084,19.0996799,2021,1,1,15.3,390,0.056,27.2
32,14,557429.495400000363588,4889720.705299999564886,0.1022063,1082,18.813776,2021,1,1,15.3,390,0.056,27.2
33,20,557426.267900000326335,4889715.647299999371171,-0.5212041,1076,18.0113983,2021,1,1,15.3,390,0.056,27.2
34,22,557425.192099999636412,4889713.961300000548363,-0.7914205,1074,17.6701565,2021,1,1,15.3,390,0.056,27.2
35,26,557423.049599999561906,4889710.583499999716878,-0.5422057,1070,17.9837284,2021,1,1,15.3,390,0.056,27.2
36,28,557421.991600000299513,4889708.886299999430776,-0.3538719,1068,18.2327442,2021,1,1,15.3,390,0.056,27.2
37,30,557420.933600000105798,4889707.188999999314547,-0.5516332,1066,17.9745064,2021,1,1,15.3,390,0.056,27.2
38,36,557417.759600000455976,4889702.097300000488758,-0.5669119,1060,17.9560604,2021,1,1,15.3,390,0.056,27.2
39,46,557411.883500000461936,4889694.096200000494719,-0.598437,1050,17.9099464,2021,1,1,15.3,390,0.056,27.2
40,58,557403.290199999697506,4889685.797800000756979,-0.4868911,1038,18.0667343,2021,1,1,15.3,390,0.056,27.2
41,60,557402.497000000439584,4889683.961799999698997,-0.5982488,1036,17.9191704,2021,1,1,15.3,390,0.056,27.2
42,82,557388.664200000464916,4889667.792300000786781,-0.7020397,1014,17.7808285,2021,1,1,15.3,390,0.056,27.2
43,84,557386.761099999770522,4889667.189500000327826,-0.6041003,1012,17.9007244,2021,1,1,15.3,390,0.056,27.2
44,88,557382.934999999590218,4889666.022900000214577,-0.7374996,1008,17.7439384,2021,1,1,15.3,390,0.056,27.2
45,92,557379.012000000104308,4889665.291799999773502,-0.7158288,1004,17.7623844,2021,1,1,15.3,390,0.056,27.2
46,94,557377.032100000418723,4889665.008899999782443,-0.7611832,1002,17.7070465,2021,1,1,15.3,390,0.056,27.2
47,96,557375.052199999801815,4889664.726099999621511,-0.7134368,1000,17.7716064,2021,1,1,15.3,390,0.056,27.2
48,98,557373.113499999977648,4889664.253599999472499,-0.6975809,998,17.7900505,2021,1,1,15.3,390,0.056,27.2
49,106,557365.437599999830127,4889661.999500000849366,-0.8629677,990,17.5687046,2021,1,1,15.3,390,0.056,27.2
50,108,557363.570600000210106,4889661.313799999654293,-0.8476995,988,17.5871506,2021,1,1,15.3,390,0.056,27.2
51,110,557361.834099999628961,4889660.321499999612570,-0.9128012,986,17.5133686,2021,1,1,15.3,390,0.056,27.2
52,112,557359.956000000238419,4889659.707499999552965,-0.9090973,984,17.5133686,2021,1,1,15.3,390,0.056,27.2
53,114,557357.994800000451505,4889659.315300000831485,-0.8825917,982,17.5502605,2021,1,1,15.3,390,0.056,27.2
54,116,557356.095499999821186,4889658.720499999821186,-1.0640379,980,17.3104687,2021,1,1,15.3,390,0.056,27.2
55,118,557354.249300000257790,4889657.951300000771880,-0.9358708,978,17.4764767,2021,1,1,15.3,390,0.056,27.2
56,120,557352.403199999593198,4889657.182000000029802,-0.8877136,976,17.5410385,2021,1,1,15.3,390,0.056,27.2
57,122,557350.427000000141561,4889656.967700000852346,-0.9011099,974,17.5225925,2021,1,1,15.3,390,0.056,27.2
58,126,557346.435600000433624,4889656.706100000068545,-0.8904397,970,17.5502605,2021,1,1,15.3,390,0.056,27.2
59,128,557344.439899999648333,4889656.575300000607967,-0.9783525,968,17.4303646,2021,1,1,15.3,390,0.056,27.2
60,130,557342.721199999563396,4889655.701400000602007,-0.9177671,966,17.5041466,2021,1,1,15.3,390,0.056,27.2
61,134,557339.532800000160933,4889653.286000000312924,-0.7025303,962,17.7808285,2021,1,1,15.3,390,0.056,27.2
62,136,557337.938599999994040,4889652.078299999237061,-0.5059834,960,18.0390644,2021,1,1,15.3,390,0.056,27.2
63,138,557336.344499999657273,4889650.870600000023842,-0.337817,958,18.2511883,2021,1,1,15.3,390,0.056,27.2
64,140,557334.602400000207126,4889650.102900000289083,-0.3318256,956,18.2419662,2021,1,1,15.3,390,0.056,27.2
65,142,557332.602400000207126,4889650.102900000289083,-0.4124127,954,18.1497383,2021,1,1,15.3,390,0.056,27.2
66,144,557330.602400000207126,4889650.102900000289083,-0.4501069,952,18.0944004,2021,1,1,15.3,390,0.056,27.2
67,146,557328.626199999824166,4889649.897500000894070,-0.484438,950,18.0575104,2021,1,1,15.3,390,0.056,27.2
68,148,557326.678999999538064,4889649.440700000151992,-0.4370126,948,18.1312923,2021,1,1,15.3,390,0.056,27.2
69,1018,556647.114599999971688,4889887.820399999618530,0.5542517,78,19.3855877,2021,1,1,15.3,390,0.056,27.2
70,1028,556637.953800000250340,4889883.810399999842048,0.3056899,68,19.0904579,2021,1,1,15.3,390,0.056,27.2
71,1074,556595.814199999906123,4889865.364399999380112,-0.3391213,22,18.2511883,2021,1,1,15.3,390,0.056,27.2
72,1076,556593.982099999673665,4889864.562400000169873,-0.4080956,20,18.1589622,2021,1,1,15.3,390,0.056,27.2
73,1078,556592.149899999611080,4889863.760399999096990,-0.5660437,18,17.9560604,2021,1,1,15.3,390,0.056,27.2
74,1080,556590.247000000439584,4889863.152499999850988,-0.5250085,16,18.0113983,2021,1,1,15.3,390,0.056,27.2
75,1082,556588.328700000420213,4889862.586500000208616,-0.6041764,14,17.9007244,2021,1,1,15.3,390,0.056,27.2
76,1084,556586.410400000400841,4889862.020600000396371,-0.6058888,12,17.9007244,2021,1,1,15.3,390,0.056,27.2
77,1086,556584.492200000211596,4889861.454700000584126,-0.7224856,10,17.7531605,2021,1,1,15.3,390,0.056,27.2
78,1088,556582.573900000192225,4889860.888800000771880,-0.7886668,8,17.6701565,2021,1,1,15.3,390,0.056,27.2
79,1090,556580.655700000002980,4889860.322799999266863,-0.7357959,6,17.7347145,2021,1,1,15.3,390,0.056,27.2
80,1092,556578.737399999983609,4889859.756899999454618,-0.6476203,4,17.8546104,2021,1,1,15.3,390,0.056,27.2
81,1094,556576.819099999964237,4889859.190999999642372,-0.7159883,2,17.7623844,2021,1,1,15.3,390,0.056,27.2
82,1096,556574.900899999774992,4889858.625099999830127,-0.6663417,0,17.8177204,2021,1,1,15.3,390,0.056,27.2
83,438,557192.223899999633431,4889844.031899999827147,-0.5560636,658,17.9560604,2021,1,1,15.3,390,0.056,27.2
84,440,557190.528099999763072,4889845.052400000393391,-0.3128441,656,18.2696342,2021,1,1,15.3,390,0.056,27.2
85,442,557189.035400000400841,4889846.383500000461936,0.9991829,654,19.9573956,2021,1,1,15.3,390,0.056,27.2
86,356,557230.950299999676645,4889775.402200000360608,-0.515739,740,18.0206184,2021,1,1,15.3,390,0.056,27.2
87,358,557230.422600000165403,4889777.331199999898672,-0.6131455,738,17.9099464,2021,1,1,15.3,390,0.056,27.2
88,360,557229.855000000447035,4889779.248999999836087,-0.3697224,736,18.2142982,2021,1,1,15.3,390,0.056,27.2
89,844,556810.110399999655783,4889935.502000000327826,0.318082,252,19.0904579,2021,1,1,15.3,390,0.056,27.2
90,846,556808.116999999620020,4889935.340299999341369,0.1738922,250,18.906004,2021,1,1,15.3,390,0.056,27.2
91,848,556806.123499999754131,4889935.178700000047684,0.0914715,248,18.8045521,2021,1,1,15.3,390,0.056,27.2
92,850,556804.128600000403821,4889935.083300000056624,0.1478673,246,18.878334,2021,1,1,15.3,390,0.056,27.2
93,852,556802.129999999888241,4889935.157299999147654,0.1139968,244,18.832222,2021,1,1,15.3,390,0.056,27.2
94,854,556800.131299999542534,4889935.231399999931455,0.0200266,242,18.703104,2021,1,1,15.3,390,0.056,27.2
95,856,556798.132699999958277,4889935.305400000885129,0.004985,240,18.6846581,2021,1,1,15.3,390,0.056,27.2
96,858,556796.134100000374019,4889935.379399999976158,-0.0274213,238,18.6477661,2021,1,1,15.3,390,0.056,27.2
97,860,556794.135499999858439,4889935.453500000759959,0.0659326,236,18.75844,2021,1,1,15.3,390,0.056,27.2
98,862,556792.136800000444055,4889935.527499999850988,0.0863935,234,18.79533,2021,1,1,15.3,390,0.056,27.2
99,864,556790.143899999558926,4889935.418500000610948,0.0807025,232,18.7861061,2021,1,1,15.3,390,0.056,27.2
100,866,556788.153900000266731,4889935.219499999657273,0.0801261,230,18.7861061,2021,1,1,15.3,390,0.056,27.2
101,868,556786.163800000213087,4889935.020500000566244,0.1567696,228,18.878334,2021,1,1,15.3,390,0.056,27.2
102,870,556784.173700000159442,4889934.821499999612570,0.0944847,226,18.8045521,2021,1,1,15.3,390,0.056,27.2
103,872,556782.183600000105798,4889934.622400000691414,0.1746534,224,18.906004,2021,1,1,15.3,390,0.056,27.2
104,874,556780.193599999882281,4889934.423399999737740,0.1900125,222,18.9244499,2021,1,1,15.3,390,0.056,27.2
105,878,556776.236499999649823,4889934.256400000303984,0.1792528,218,18.915226,2021,1,1,15.3,390,0.056,27.2
106,880,556774.324900000356138,4889934.844599999487400,0.1529575,216,18.878334,2021,1,1,15.3,390,0.056,27.2
107,886,556768.590200000442564,4889936.609099999070168,1.7342508,210,20.8243351,2021,1,1,15.3,390,0.056,27.2
108,888,556766.678700000047684,4889937.197300000116229,0.207818,208,18.942894,2021,1,1,15.3,390,0.056,27.2
109,890,556764.767099999822676,4889937.785499999299645,0.1008219,206,18.813776,2021,1,1,15.3,390,0.056,27.2
110,892,556762.896099999547005,4889937.510999999940395,0.1308119,204,18.850668,2021,1,1,15.3,390,0.056,27.2
111,894,556761.048000000417233,4889936.746300000697374,0.0381772,202,18.7307701,2021,1,1,15.3,390,0.056,27.2
112,896,556759.200000000186265,4889935.981599999591708,-0.0995047,200,18.5555382,2021,1,1,15.3,390,0.056,27.2
113,898,556757.351999999955297,4889935.216900000348687,0.0506048,198,18.7492161,2021,1,1,15.3,390,0.056,27.2
114,908,556748.111800000071526,4889931.393400000408292,0.4447432,188,19.2656898,2021,1,1,15.3,390,0.056,27.2
115,918,556738.871600000187755,4889927.569900000467896,0.6538591,178,19.5239277,2021,1,1,15.3,390,0.056,27.2
116,930,556727.783400000073016,4889922.981599999591708,0.0217045,166,18.7123241,2021,1,1,15.3,390,0.056,27.2
117,932,556725.935399999842048,4889922.216900000348687,-0.1440972,164,18.5002022,2021,1,1,15.3,390,0.056,27.2
118,934,556724.087399999611080,4889921.452199999243021,-0.1452455,162,18.5002022,2021,1,1,15.3,390,0.056,27.2
119,936,556722.239299999549985,4889920.687500000000000,-0.0833497,160,18.5739841,2021,1,1,15.3,390,0.056,27.2
120,938,556720.400799999944866,4889919.900399999693036,-0.0558193,158,18.6108761,2021,1,1,15.3,390,0.056,27.2
121,940,556718.568699999712408,4889919.098400000482798,-0.1804106,156,18.4448662,2021,1,1,15.3,390,0.056,27.2
122,942,556716.736499999649823,4889918.296399999409914,-0.0022667,154,18.6846581,2021,1,1,15.3,390,0.056,27.2
123,944,556714.904400000348687,4889917.494400000199676,0.1277054,152,18.887558,2021,1,1,15.3,390,0.056,27.2
124,776,556876.806300000287592,4889928.987299999222159,0.2859529,320,19.0535679,2021,1,1,15.3,390,0.056,27.2
125,778,556874.821700000204146,4889929.234300000593066,0.3359133,318,19.1181259,2021,1,1,15.3,390,0.056,27.2
126,780,556872.837000000290573,4889929.481200000271201,0.2937714,316,19.0627899,2021,1,1,15.3,390,0.056,27.2
127,782,556870.868300000205636,4889929.800499999895692,0.1504069,314,18.878334,2021,1,1,15.3,390,0.056,27.2
128,784,556868.965400000102818,4889930.416200000792742,0.1889358,312,18.9244499,2021,1,1,15.3,390,0.056,27.2
129,786,556867.062500000000000,4889931.031799999997020,0.1650587,310,18.89678,2021,1,1,15.3,390,0.056,27.2
130,798,556855.645200000144541,4889934.725600000470877,0.0779741,298,18.7861061,2021,1,1,15.3,390,0.056,27.2
131,800,556853.718399999663234,4889935.252199999988079,0.172102,296,18.915226,2021,1,1,15.3,390,0.056,27.2
132,802,556851.762799999676645,4889935.671299999579787,0.263376,294,19.0166759,2021,1,1,15.3,390,0.056,27.2
133,804,556849.807199999690056,4889936.090399999171495,0.2183649,292,18.970562,2021,1,1,15.3,390,0.056,27.2
134,806,556847.851599999703467,4889936.509400000795722,0.2132023,290,18.952116,2021,1,1,15.3,390,0.056,27.2
135,808,556845.895999999716878,4889936.928500000387430,0.1044885,288,18.813776,2021,1,1,15.3,390,0.056,27.2
136,810,556843.940399999730289,4889937.347599999979138,0.0488751,286,18.739994,2021,1,1,15.3,390,0.056,27.2
137,812,556841.984799999743700,4889937.766599999740720,-0.0194756,284,18.6569881,2021,1,1,15.3,390,0.056,27.2
138,814,556840.012299999594688,4889937.926400000229478,0.0435686,282,18.739994,2021,1,1,15.3,390,0.056,27.2
139,816,556838.018799999728799,4889937.764799999073148,0.0664569,280,18.767662,2021,1,1,15.3,390,0.056,27.2
140,818,556836.025399999693036,4889937.603199999779463,-0.0954798,278,18.5647602,2021,1,1,15.3,390,0.056,27.2
141,638,557013.585500000044703,4889914.788000000640750,-0.3443517,458,18.2419662,2021,1,1,15.3,390,0.056,27.2
142,640,557011.602300000376999,4889915.046399999409914,-0.3954144,456,18.1774063,2021,1,1,15.3,390,0.056,27.2
143,642,557009.631699999794364,4889915.385500000789762,-0.480071,454,18.0667343,2021,1,1,15.3,390,0.056,27.2
144,644,557007.664599999785423,4889915.746799999848008,-0.5292671,452,18.0021744,2021,1,1,15.3,390,0.056,27.2
145,646,557005.697599999606609,4889916.108200000599027,-0.3811841,450,18.1958523,2021,1,1,15.3,390,0.056,27.2
146,650,557001.763399999588728,4889916.831000000238419,-0.4795165,446,18.0667343,2021,1,1,15.3,390,0.056,27.2
147,654,556997.829199999570847,4889917.553799999877810,-0.5989701,442,17.9099464,2021,1,1,15.3,390,0.056,27.2
148,656,556995.862200000323355,4889917.915200000628829,-0.527952,440,18.0021744,2021,1,1,15.3,390,0.056,27.2
149,658,556993.895100000314415,4889918.276599999517202,-0.5252553,438,18.0113983,2021,1,1,15.3,390,0.056,27.2
150,660,556991.917700000107288,4889918.278100000694394,-0.5017872,436,18.0390644,2021,1,1,15.3,390,0.056,27.2
151,662,556989.933100000023842,4889918.029999999329448,-0.4534847,434,18.0944004,2021,1,1,15.3,390,0.056,27.2
152,664,556987.948599999770522,4889917.781999999657273,-0.4925363,432,18.0298424,2021,1,1,15.3,390,0.056,27.2
153,672,556980.010400000028312,4889916.789699999615550,-0.5623623,424,17.9468365,2021,1,1,15.3,390,0.056,27.2
154,674,556978.025799999944866,4889916.541600000113249,-0.5687509,422,17.9560604,2021,1,1,15.3,390,0.056,27.2
155,676,556976.041100000031292,4889916.640100000426173,-0.4579489,420,18.0759563,2021,1,1,15.3,390,0.056,27.2
156,678,556974.056400000117719,4889916.887000000104308,-0.3536555,418,18.2327442,2021,1,1,15.3,390,0.056,27.2
